,beer_id,beer_name,abv,ibu,text,ibu_style_mean,bitter,style_name,brewery_name,city,state,country
1497,5315,Dundee Pale Ale,5.3,10.0,"Behold the hop. A flower, but too unsightly to be used for decoration. The ugly duckling of the flower family. 

Oh, but the secret it holds. Soak it in some water with the right companions and it surrenders its bouquet to use a corny flower metaphor. Tha",15.0,0,American-Style Pale Ale,High Falls Brewing,Rochester,New York,United States
1498,5316,Dundee India Pale Ale,6.3,10.0,"It takes a bit of seasoning to understand that bitter can be a good thing. 

When youí¢äåä¢re a child, you want everything to be sweet. When youí¢äåä¢re a teenager, you want everything to be sweeeeet. But when you get a bit wiser and acquire some tast",82.5,0,American-Style India Pale Ale,High Falls Brewing,Rochester,New York,United States
1499,5317,Dundee Festive Ale,6.2,10.0,"So did you ever ask yourself...what exactly is there to be festive about during the holidays? Your brother in-law snoring on the air mattress? (Boy, letí¢äåä¢s hope thatí¢äåä¢s snoring.) The variety of toys with realistic sound effects? Fruit cake?

D",,0,Winter Warmer,High Falls Brewing,Rochester,New York,United States
1500,5318,Dynamo Copper Lager,5.6,10.0,"If malt and hops are the two poles of brewing, this beer is the gently spinning sweet spot between them. First, youí¢äåä¢ll notice the spicy aromas of Perle and Hallertau hops. Then - wipe the foam off the tip of your nose - dive into the toasty flavors",,0,Undefined-Ignore,Metropolitan Brewing,Chicago,Illinois,United States
1501,5319,Flywheel Bright Lager,5.0,10.0,"The kinetic beauty of spicy hops grabs you by the nose and lets you know: this is German-inspired beer. A mild, bready malt sweetness greets you at the lips, smoothing the crisp hop flavors. Flywheel is meant for bombastic celebrations of singing voices a",6.5,1,American-Style Lager,Metropolitan Brewing,Chicago,Illinois,United States
1502,5321,Saint Arnold Amber Ale,5.5,10.0,"A well balanced, full flavored, amber ale. It has a rich, malty body with a pleasant caramel character derived from a specialty Caravienne malt. A complex hop aroma, with a hint of floral and citrus comes from a combination of Cascades and Liberty hops. I",55.0,0,American-Style Amber/Red Ale,Saint Arnold Brewing,Houston,Texas,United States
1503,5322,Elissa IPA,6.6,10.0,"A traditional India Pale Ale, the Elissa IPA is very hoppy with a properly balanced malty body. Elissa has huge hop additions in the kettle that give it a wonderful bitterness and is then dry-hopped in the fermenter to create the pleasant floral, hoppy no",82.5,0,American-Style India Pale Ale,Saint Arnold Brewing,Houston,Texas,United States
1504,5323,Saint Arnold Spring Bock,6.4,10.0,"An authentic, German-style Bock, celebrating the coming of spring. This strong, deeply flavored lager has been aged to create a smooth, malty taste with a hint of sweetness. A light addition of German hops balances the malt flavor. 

Saint Arnold Spring B",22.0,0,Traditional German-Style Bock,Saint Arnold Brewing,Houston,Texas,United States
1505,5324,Jasparilla,9.0,10.0,"Brilliantly golden, Jasperilla is a unique take on an old ale. Biscuity malt flavors meld with subtle plum and berry notes, produced by a special blend of English Old Ale and Chico yeasts. Brewed once a year, and aged for six months prior to release, the ",47.5,0,Old Ale,Independence Brewing Co,Austin,Texas,United States
1506,5325,Jever Pilsener,4.9,10.0,A Norther German (Friesian) Pilsener that is cattegoristic of the style. It is a little more hoppy than Czech pilseners giving it a more herb (bitter?) flavor.,20.0,0,German-Style Pilsener,Jever Brewery,"Jever, Germany",,Germany
1507,5326,Wernesgrí_ner Pils Legende,4.9,10.0,A classic German-style Pils,20.0,0,German-Style Pilsener,WernesgrÃ¼ner Brauerei GmbH,"Steinberg-WernesgrÃ¼n, Germany",,Germany
1508,5328,Gran Met,14.5,10.0,"Our Gran Met (Grand Master) is an Ale made from our Propriatery yeast from a small brewery in Belgium. We use Cane and Beet sugar, along with German Pilsner Malt to create the unique flavor of this age old style. We also use a unique fermentation process ",13.5,0,Belgian-Style Pale Strong Ale,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1509,5329,White Magick of the Sun,6.75,10.0,"This Wheat ale is made with a little Voodoo Twist. We use our house Belgian Ale yeast and add the average unmalted wheat, wheat, barley,raw oats, malted rye and just add more of each. Hopped evenly and spiced with coriander, bitter and sweet orange peel, ",17.5,0,Light American Wheat Ale or Lager,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1510,5330,Voodoo Love Child,14.5,10.0,"This is our Gran Met Ale aged on intimate Passion Fruit, Raspberry and Michigan Tart Cherry. Lightly spiced with passion. Light Reddish hue and with a alcohol strength of 10% and nicely carbonated in the bottle. 

Again Bottle Conditioned and Fermented.  ",22.5,0,Belgian-Style Tripel,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1511,5331,Black Magick,15.0,10.0,This is an Imperial Stout that is Brewed to great strength and complexity. We then gently age that beer in Elaigh Craig 13 1/2 year old Bourbon Barrels for 1 yr. and then primed and bottled to bottle condition for continued aging and celler life. Black Ma,42.5,0,American-Style Imperial Stout,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1512,5332,4 Seasons IPA,8.0,10.0,India Pale Ale is a wonderful example of marriage.  Bitter Hops and Boasting Barley come together to make one of the most sought after ales of the Craft Beer masses. Bottle Conditioned and Refermented.,82.5,0,American-Style India Pale Ale,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1513,5333,Big Black Voodoo Daddy,12.0,10.0,This is our Imperial Stout that we age in conditioning tanks with oak staves.  This adds a classic character of old world aging with out the Bourbon tones. This black ale is about 12% alc. and very rich in roasted and chocolate malt tones.  Velvety smooth,42.5,0,American-Style Imperial Stout,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1514,5334,PILZILLA,6.75,10.0,"Pilzilla is a beer that I've been brewing for years. Each year it gets bigger and bigger. Nicknamed \The beer that took over Tokyo\"". It is an unfiltered Keller Bier. Nicley hopped at this point with 9 different kinds of hops at 10 additions and about 6.7",,0,Undefined-Ignore,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1515,5335,Wynona's Big Brown Ale,7.3,10.0,"This is named after a song that sparked the idea to make this ale. Brown ales seem to be there, but not really there, do you know what I mean? Well that won't be the mistake with Wynona! We Voodooed out this style and added more that's what we say. Mildly",30.0,0,American-Style Brown Ale,"Voodoo Brewing Co.,LLC",Meadville,Pennsylvania,United States
1516,5336,Fauerbach Export,4.5,10.0,Actually a Dortmunder/Export style,6.5,1,American-Style Lager,Fauerbach Brewing Company,Madison,Wisconsin,United States
1517,5337,Esser's Best,4.5,10.0,German Style Lager,6.5,1,American-Style Lager,Esser's Cross Plains Brewery,Cross Plains,Wisconsin,United States
1518,5339,Hannen Alt,4.5,10.0,Classic German Alt,20.0,0,German-Style Brown Ale/Altbier,Hannen Brauerei,Mnchengladbach,Nordrhein-Westfalen,Germany
1519,5340,Capital Bavarian Lager,4.5,10.0,Munich Helles style Lager,,0,Undefined-Ignore,Capital Brewery,Middleton,Wisconsin,United States
1520,5341,Potbelly Porter,4.5,10.0,Our Porter has a deep dark color and a light creamy head. The aroma and flavor lingers of burnt grains and roasted coffe. We hope you enjoy this special brew.,36.0,0,Porter,Copper Kettle Brewery,Millmont,Pennsylvania,United States
1521,5342,Celebration Wheat,4.5,10.0,A nice traditional cloudy wheat beer. It is light in color with a banana and yeasty fragrance. This would go nice on a hot summer day or anytime you want a refreshing drink.,17.5,0,Light American Wheat Ale or Lager,Copper Kettle Brewery,Millmont,Pennsylvania,United States
1522,5343,Lucky 393 Grand Cru,4.5,10.0,This beer is medium dark in color but it has a light body and a smooth mouthfeel. Coriander and orange will surround your senses and keep you coming back for more.,17.0,0,Belgian-Style Dark Strong Ale,Copper Kettle Brewery,Millmont,Pennsylvania,United States
1523,5344,Eislin Dubbel,8.0,10.0,"The Dubbel is a nice brown creamy sweet, malty and strong ale. It is a traditional Belgian dubbel ale with a secondary fermentation. This complex ale has many flavor characteristics. At 8% abv you will notice a slight alcohol warmth at the finish .",37.5,0,Belgian-Style Dubbel,Copper Kettle Brewery,Millmont,Pennsylvania,United States
1524,5345,Dead Man Walkin' IPA,6.4,10.0,This extra hoppy ale is characteristic of the classic pale ales. Using the very flavorful Mount Hood and Liberty hops we have created classic IPA goodness every sailor knows.,82.5,0,American-Style India Pale Ale,Crabby Larry's Brewpub Steak & Crab House,Chalfont,Pennsylvania,United States
1525,5346,Anne Bonny Irish Stout,3.9,10.0,"How about trying a glass of traditional Irish stout. Our stout however is not particularly dry and has overtones of dark chocolate and toffee. The infused nitrogen gives a wonderful cascading effect in the glass and a rich, creamy head. Particularly tasty",,0,Undefined-Ignore,Crabby Larry's Brewpub Steak & Crab House,Chalfont,Pennsylvania,United States
1526,5352,American Brown Ale,6.5,10.0,"Every winter 300 hardy Telemark skiers converge at Mt. Bohemia and the Porcupine Mountains ski areas for three days of back country touring, lift served high speed runs, chili cook offs, and dancing and beer drinking to Finnish Reggae, Bluegrass, or whate",30.0,0,American-Style Brown Ale,The Livery,Benton Harbor,Michigan,United States
1527,5353,McGilligans IPA,6.25,10.0,"India Pale Ales, or IPAí¢äåä¢s, were brewed for British soldiers stationed in India. These ales needed to higher in alcohol and have more hops than normal to survive the long journey, and ours is no exception. Brewed with Belgian and German malts and dr",82.5,0,American-Style India Pale Ale,The Livery,Benton Harbor,Michigan,United States
1528,5354,Paris-Roubaix Pale Ale,5.25,10.0,"Named after one of the longest running bicycle races in France and aptly nicknamed \The Hell Of The North\""",15.0,0,American-Style Pale Ale,The Livery,Benton Harbor,Michigan,United States
1529,5355,The Livery Dunkel Weizen,5.25,10.0,This dark version of our Hefe Weizen retains the banana and clove flavors from the yeast and also has a richer malt flavor. Available November through April,17.5,0,Light American Wheat Ale or Lager,The Livery,Benton Harbor,Michigan,United States
1530,5356,Double Paw,8.5,10.0,A single malt and single hop version of an American Brewers classic style. This is definitely our hoppiest beer and quickly becoming a hop head cult classic!,35.0,0,Imperial or Double India Pale Ale,The Livery,Benton Harbor,Michigan,United States
1531,5357,Ginger Tom,4.0,10.0,"An old fashioned style ginger beer brewed naturally with honey, malt, lemon and fresh root ginger, leaving you with a refreshing crisp zesty flavour.",37.5,0,Herb and Spice Beer,Dux de Lux,Queenstown,,New Zealand
1532,5358,Yorkshire Brown,5.0,10.0,"Brewed in the style of Northern England, this brown ale is dark and rich, with just a hint of chocolate malt and East Kent Golding hops in the finish.",,0,Undefined-Ignore,The Livery,Benton Harbor,Michigan,United States
1533,5360,Hoppy Chick,5.75,10.0,"Named for mug club member and local jewelry maker, Angie Caldwell. English Maris Otter pale malt, English Crystal malt, and a blend of English and North American hops create this amber, hoppy IPA with just the right balance.",27.5,0,English-Style India Pale Ale,The Livery,Benton Harbor,Michigan,United States
1534,5361,Cousin Jax,9.0,10.0,"Way up in the Keewenaw Peninsula in Michigans UP, Mt. Bohemia ski area has a powder run hidden at the top called \Cousin Jack\"" (named after the Cornish miners)that winds its' way steeply through the rocks and trees. AAAHHH WINTER!!! Double the Belgian Ma",35.0,0,Imperial or Double India Pale Ale,The Livery,Benton Harbor,Michigan,United States
1535,5362,Bourbon Barrel Aged Cousin Jax,4.5,10.0,"Way up in the Keewenaw Peninsula in Michigans UP, Mt. Bohemia ski area has a powder run hidden at the top called \Cousin Jack\"" (named after the Cornish miners)that winds its' way steeply through the rocks and trees. AAAHHH WINTER!!! Double the Belgian Ma",35.0,0,Imperial or Double India Pale Ale,The Livery,Benton Harbor,Michigan,United States
1536,5363,The Livery Hefe Weizen,5.0,10.0,"A lightly hopped, refreshing, Bavarian style wheat ale that has hints of banana and clove in the finish. Available May until October.",15.0,0,South German-Style Hefeweizen,The Livery,Benton Harbor,Michigan,United States
1537,5364,Thoms Special Ale,6.25,10.0,"This deep copper colored Ale is named after Steve's homebrew buddy Thom Phillips, who has had a part in helping to formulate some of the final Ale recipes at the Livery. Hints of caramel make their way through the aromatic bitterness of Centennial hops.",55.0,0,American-Style Amber/Red Ale,The Livery,Benton Harbor,Michigan,United States
